path	manifest_entry_id	checked_fields	status	action	body_chars_manifest	body_chars_actual	word_count_manifest	word_count_actual	risk	notes
faq/Home/08. 모니터링/08-09. 메모리 테이블스페이스 사용량/08-09-01. ALTIBASE HDB 5.5.1, 6.1.1, 6.3.1__8454645.md	8454645	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	5630	5630	602	602	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/08. 모니터링/08-10. 알티몬(altimon) 설정 및 실행 방법__6979592.md	6979592	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	7802	7802	827	827	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/08. 모니터링/08-11. 언두 테이블스페이스(UNDO TABLESPACE)/08-11-01. 언두 테이블스페이스 사용량__7341970.md	7341970	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	4370	4370	670	670	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/08. 모니터링/08-11. 언두 테이블스페이스(UNDO TABLESPACE)/08-11-02. 언두 테이블스페이스 사용량 증가 시 모니터링 방법__8455098.md	8455098	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	21284	21284	3076	3076	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/08. 모니터링/08-12. 테이블_컬럼 정의서__12517434.md	12517434	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	5471	5471	754	754	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/09. 에러메시지/09-01. [Notify _ Fetch Timeout] Session Closed by Server__9109652.md	9109652	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	15993	15993	1674	1674	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/09. 에러메시지/09-02. [Warning] Memory allocation failed__9109748.md	9109748	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	2602	2602	342	342	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/09. 에러메시지/09-03. altibase_boot.log의 TRY_COUNT, LOCK_COUNT, MISS_COUNT 메시지 의미__9110174.md	9110174	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	4008	4008	335	335	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/09. 에러메시지/09-04. altibase_qp.log의 8자리 errorcode 확인방법__6521445.md	6521445	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	2117	2117	299	299	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/09. 에러메시지/09-05. Closed Socket by client is Detected__6521171.md	6521171	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1309	1309	163	163	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/09. 에러메시지/09-06. ERR-0109D Insufficient memory__6521110.md	6521110	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	3351	3351	509	509	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/09. 에러메시지/09-07. ERR-311E0 The estimated size of the index key exceeds the maximum limit__6521026.md	6521026	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	2805	2805	406	406	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/09. 에러메시지/09-08. ERR-410D2 (266450) Fetch out of sequence__10060534.md	10060534	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	8395	8395	1221	1221	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/09. 에러메시지/09-09. ERR-1105D Unable to begin a new update statement__6521112.md	6521112	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	3815	3815	554	554	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/09. 에러메시지/09-10. ERR-4103C (266300) Request of fetching data to an unprepared SQL statement__10060521.md	10060521	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	7902	7902	1115	1115	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/09. 에러메시지/09-11. ERR-4109C Invalid session property__8454428.md	8454428	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	5437	5437	648	648	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/09. 에러메시지/09-12. ERR-5102E ( 331822) Invalid cursor state__9110660.md	9110660	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	3540	3540	563	563	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/09. 에러메시지/09-13. ERR-7101D ( 462877) Protocol header error__6521284.md	6521284	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	3500	3500	492	492	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/09. 에러메시지/09-14. ERR-11030 ( 69680) The data file cannot be extended because the requested size is bigger than the maximum size (F__9110712.md	9110712	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	4811	4811	543	543	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/09. 에러메시지/09-15. ERR-11036 The data file is in use__6521344.md	6521344	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1664	1664	244	244	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/09. 에러메시지/09-16. ERR-11049 ( 69705) Too many pages are allocated ( Maximum Number of Pages= 숫자)__9110685.md	9110685	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	5015	5015	582	582	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/09. 에러메시지/09-17. ERR-11075 ( 69749) The transaction has exceeded the lock timeout specified by the user__6521290.md	6521290	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	7587	7587	1086	1086	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/09. 에러메시지/09-18. ERR-11118 ( 69912) The update log size '_' is bigger than TRX_UPDATE_MAX_LOGSIZE '_'__8454818.md	8454818	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	7465	7465	1039	1039	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/09. 에러메시지/09-19. ERR-11183 ( 70019) Insufficient page descriptor area in the temp table__10846427.md	10846427	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	8522	8522	1100	1100	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/09. 에러메시지/09-20. ERR-11184 ( 70020) Insufficient free space in work area__10846429.md	10846429	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	3137	3137	427	427	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/09. 에러메시지/09-22. ERR-21011 _ Invalid literal__8455157.md	8455157	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	2362	2362	379	379	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/09. 에러메시지/09-23. ERR-31283 Unable to create a primary key or a unique key constraint in the local non-prefixed index__6521108.md	6521108	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	8362	8362	854	854	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/09. 에러메시지/09-24. ERR-41059 ( 266329) Task pool overflow. Check properties__9110810.md	9110810	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	9309	9309	1400	1400	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/09. 에러메시지/09-25. ERR-71018 ( 462872) Failed to invoke a system function, read() 또는 Failed to invoke the read() system function__9110051.md	9110051	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	3742	3742	563	563	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/09. 에러메시지/09-26. ERR-71019(errno=104) Failed to invoke a system function, write()__9110055.md	9110055	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	892	892	75	75	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/09. 에러메시지/09-27. ERR-91015 ( 593941) Communication failure__9110894.md	9110894	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	6416	6416	778	778	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/09. 에러메시지/09-28. Not found data__10060525.md	10060525	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	7133	7133	1087	1087	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
faq/Home/09. 에러메시지/09-29. tablespace does not have enough free space 에러__9110690.md	9110690	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1427	1427	173	173	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
